Station name,Station number,Date,Radiation type,05-06 LST(W•h/m²),06-07 LST(W•h/m²),07-08 LST(W•h/m²),08-09 LST(W•h/m²),09-10 LST(W•h/m²),10-11 LST(W•h/m²),11-12 LST(W•h/m²),12-13 LST(W•h/m²),13-14 LST(W•h/m²),14-15 LST(W•h/m²),15-16 LST(W•h/m²),16-17 LST(W•h/m²),17-18 LST(W•h/m²),18-19 LST(W•h/m²)
??? ??? ?????,2524,01/01/2017,Global,0,9.14,397.59,1252.18,2001.66,2458.66,2678.02,2591.19,2225.59,1590.36,840.88,127.96,0,0
??? ??? ?????,2524,02/01/2017,Global,0,9.14,338.18,1179.06,1910.26,2440.38,2550.06,2111.34,1160.78,365.6,54.84,45.7,0,0
??? ??? ?????,2524,03/01/2017,Global,0,41.13,287.91,406.73,1389.28,1910.26,744.91,1955.96,2307.85,1809.72,662.65,86.83,0,0
??? ??? ?????,2524,04/01/2017,Global,0,0,36.56,287.91,347.32,1320.73,1517.24,1416.7,2115.91,1549.23,301.62,123.39,0,0
??? ??? ?????,2524,05/01/2017,Global,0,13.71,470.71,1348.15,2047.36,2486.08,2472.37,2531.78,2147.9,1265.89,484.42,73.12,0,0
??? ??? ?????,2524,06/01/2017,Global,0,9.14,306.19,1311.59,2010.8,2522.64,2773.99,2691.73,2298.71,1672.62,895.72,155.38,0,0
??? ??? ?????,2524,07/01/2017,Global,0,13.71,361.03,1005.4,1777.73,2408.39,2696.3,2710.01,2417.53,1777.73,941.42,164.52,0,0
??? ??? ?????,2524,08/01/2017,Global,0,9.14,164.52,370.17,854.59,1768.59,2166.18,2527.21,2010.8,1503.53,607.81,82.26,0,0
??? ??? ?????,2524,09/01/2017,Global,0,13.71,466.14,1160.78,1626.92,2243.87,2851.68,2719.15,2253.01,1727.46,840.88,127.96,0,0
??? ??? ?????,2524,10/01/2017,Global,0,13.71,548.4,1325.3,1987.95,2563.77,2614.04,1882.84,2463.23,1567.51,676.36,123.39,0,0
??? ??? ?????,2524,11/01/2017,Global,0,13.71,402.16,1151.64,1951.39,2458.66,2710.01,2700.87,2316.99,1709.18,945.99,187.37,0,0
??? ??? ?????,2524,12/01/2017,Global,0,13.71,415.87,1233.9,2051.93,2166.18,2755.71,2732.86,2316.99,1704.61,932.28,173.66,0,0
??? ??? ?????,2524,13/01/2017,Global,0,13.71,315.33,1188.2,1891.98,2559.2,2518.07,2769.42,1498.96,1828,795.18,178.23,0,0
??? ??? ?????,2524,14/01/2017,Global,0,13.71,123.39,260.49,461.57,557.54,479.85,292.48,393.02,575.82,191.94,45.7,0,0
??? ??? ?????,2524,15/01/2017,Global,0,9.14,342.75,744.91,1997.09,1339.01,2280.43,2454.09,2179.89,1658.91,1028.25,219.36,0,0
??? ??? ?????,2524,16/01/2017,Global,0,22.85,447.86,1192.77,1791.44,2440.38,2490.65,2554.63,2380.97,1494.39,914,219.36,0,0
??? ??? ?????,2524,17/01/2017,Global,0,13.71,333.61,1092.23,1700.04,2285,2120.48,2106.77,2221.02,1681.76,891.15,205.65,0,0
??? ??? ?????,2524,18/01/2017,Global,0,9.14,283.34,891.15,1393.85,2303.28,2673.45,2700.87,2403.82,1869.13,836.31,196.51,0,0
??? ??? ?????,2524,19/01/2017,Global,0,18.28,443.29,1023.68,1786.87,1718.32,2134.19,2815.12,2458.66,1782.3,1028.25,265.06,0,0
??? ??? ?????,2524,20/01/2017,Global,0,13.71,457,1206.48,2093.06,2591.19,2911.09,2879.1,2550.06,1942.25,1087.66,242.21,0,0
??? ??? ?????,2524,21/01/2017,Global,0,18.28,187.37,1224.76,1517.24,2440.38,1992.52,2751.14,2554.63,2047.36,1416.7,356.46,0,0
??? ??? ?????,2524,22/01/2017,Global,0,13.71,498.13,1389.28,2079.35,2673.45,2847.11,2678.02,2074.78,1727.46,982.55,201.08,0,0
??? ??? ?????,2524,23/01/2017,Global,0,18.28,479.85,1261.32,1800.58,2687.16,2938.51,2888.24,2527.21,1910.26,1142.5,297.05,0,0
??? ??? ?????,2524,24/01/2017,Global,0,22.85,493.56,1252.18,1540.09,2225.59,2166.18,2348.98,2102.2,1361.86,680.93,169.09,0,0
??? ??? ?????,2524,25/01/2017,Global,0,4.57,141.67,475.28,868.3,1188.2,1562.94,1503.53,1023.68,987.12,488.99,159.95,0,0
??? ??? ?????,2524,26/01/2017,Global,0,18.28,214.79,594.1,1229.33,1814.29,1713.75,1421.27,1252.18,882.01,361.03,182.8,4.57,0
??? ??? ?????,2524,27/01/2017,Global,0,4.57,205.65,406.73,726.63,2362.69,1846.28,1179.06,763.19,1361.86,210.22,50.27,4.57,0
??? ??? ?????,2524,28/01/2017,Global,0,4.57,73.12,310.76,1457.83,1517.24,1636.06,1791.44,1636.06,945.99,612.38,173.66,4.57,0
??? ??? ?????,2524,29/01/2017,Global,0,36.56,703.78,1480.68,2280.43,2764.85,2476.94,2422.1,2070.21,2070.21,1352.72,415.87,4.57,0
??? ??? ?????,2524,30/01/2017,Global,0,27.42,580.39,1361.86,2189.03,2742,3066.47,2751.14,2371.83,1745.74,1302.45,338.18,4.57,0
??? ??? ?????,2524,31/01/2017,Global,0,27.42,402.16,1352.72,996.26,1736.6,2330.7,786.04,1901.12,804.32,1028.25,402.16,9.14,0
??? ??? ?????,2524,01/02/2017,Global,0,22.85,484.42,1393.85,2257.58,2225.59,2572.91,2234.73,2262.15,2056.5,776.9,205.65,9.14,0
??? ??? ?????,2524,02/02/2017,Global,0,41.13,712.92,1498.96,2271.29,2847.11,3148.73,3162.44,2851.68,2243.87,1371,457,9.14,0
??? ??? ?????,2524,03/02/2017,Global,0,41.13,626.09,1594.93,2353.55,2924.8,3203.57,3148.73,2819.69,2225.59,1407.56,457,9.14,0
??? ??? ?????,2524,04/02/2017,Global,0,45.7,552.97,1393.85,2376.4,2860.82,2659.74,2879.1,1832.57,1023.68,790.61,434.15,4.57,0
??? ??? ?????,2524,05/02/2017,Global,0,31.99,612.38,1517.24,2303.28,2842.54,3125.88,3121.31,2773.99,2184.46,1361.86,461.57,9.14,0
??? ??? ?????,2524,06/02/2017,Global,0,41.13,520.98,1434.98,2221.02,2819.69,2792.27,3057.33,2719.15,2147.9,1343.58,452.43,13.71,0
??? ??? ?????,2524,07/02/2017,Global,0,45.7,690.07,1640.63,2422.1,3007.06,3304.11,3262.98,2924.8,2307.85,1457.83,488.99,9.14,0
??? ??? ?????,2524,08/02/2017,Global,0,77.69,498.13,936.85,850.02,1553.8,2335.27,3144.16,2783.13,2170.75,1256.75,406.73,13.71,0
??? ??? ?????,2524,09/02/2017,Global,0,41.13,502.7,1307.02,932.28,2710.01,2047.36,2435.81,2847.11,2248.44,1412.13,516.41,18.28,0
??? ??? ?????,2524,10/02/2017,Global,0,50.27,612.38,1466.97,2266.72,2851.68,3176.15,3157.87,2810.55,2184.46,1384.71,484.42,18.28,0
??? ??? ?????,2524,11/02/2017,Global,0,50.27,630.66,1453.26,2221.02,2760.28,2874.53,3020.77,2705.44,2074.78,1270.46,457,13.71,0
??? ??? ?????,2524,12/02/2017,Global,0,27.42,612.38,603.24,1558.37,520.98,539.26,1105.94,1092.23,1457.83,1494.39,502.7,18.28,0
??? ??? ?????,2524,13/02/2017,Global,0,36.56,795.18,1334.44,562.11,2444.95,1764.02,2764.85,3043.62,831.74,703.78,278.77,31.99,0
??? ??? ?????,2524,14/02/2017,Global,0,31.99,219.36,461.57,484.42,566.68,722.06,2476.94,2001.66,630.66,301.62,114.25,9.14,0
??? ??? ?????,2524,15/02/2017,Global,0,31.99,219.36,648.94,653.51,2221.02,2874.53,1425.84,1732.03,2193.6,886.58,329.04,31.99,0
??? ??? ?????,2524,16/02/2017,Global,0,18.28,95.97,237.64,475.28,808.89,822.6,776.9,740.34,1366.43,621.52,265.06,4.57,0
??? ??? ?????,2524,17/02/2017,Global,0,86.83,520.98,859.16,1631.49,3194.43,3358.95,3482.34,2367.26,1649.77,891.15,712.92,31.99,0
??? ??? ?????,2524,18/02/2017,Global,0,105.11,822.6,1828,2664.31,3253.84,3550.89,3496.05,3107.6,2527.21,1686.33,703.78,41.13,0
??? ??? ?????,2524,19/02/2017,Global,0,123.39,882.01,1800.58,2664.31,3272.12,3592.02,3564.6,3208.14,2600.33,1732.03,712.92,36.56,0
??? ??? ?????,2524,20/02/2017,Global,0,137.1,982.55,1594.93,2604.9,3249.27,3541.75,3537.18,3208.14,2568.34,1690.9,708.35,45.7,0
??? ??? ?????,2524,21/02/2017,Global,0,118.82,859.16,1805.15,2604.9,3043.62,3002.49,3404.65,3089.32,2481.51,1622.35,662.65,45.7,0
??? ??? ?????,2524,22/02/2017,Global,0,114.25,754.05,1677.19,2312.42,1777.73,1206.48,1389.28,680.93,539.26,479.85,269.63,22.85,0
??? ??? ?????,2524,23/02/2017,Global,0,77.69,612.38,1594.93,2467.8,2508.93,2380.97,3432.07,3153.3,2481.51,1654.34,667.22,54.84,0
??? ??? ?????,2524,24/02/2017,Global,0,123.39,754.05,1745.74,2582.05,3185.29,3477.77,3454.92,3125.88,2513.5,1622.35,690.07,59.41,0
??? ??? ?????,2524,25/02/2017,Global,0,137.1,868.3,1805.15,2646.03,3290.4,3578.31,3546.32,3194.43,2550.06,1686.33,726.63,63.98,0
??? ??? ?????,2524,26/02/2017,Global,0,159.95,987.12,1891.98,2687.16,3244.7,3523.47,3482.34,3121.31,2426.67,1576.65,635.23,59.41,0
??? ??? ?????,2524,27/02/2017,Global,0,54.84,374.74,982.55,2614.04,3221.85,3491.48,2847.11,3167.01,2358.12,1517.24,539.26,59.41,0
??? ??? ?????,2524,28/02/2017,Global,0,36.56,447.86,1009.97,1101.37,525.55,1087.66,1119.65,2056.5,1540.09,1201.91,452.43,41.13,0
??? ??? ?????,2524,01/03/2017,Global,0,41.13,95.97,132.53,228.5,552.97,1265.89,1471.54,895.72,511.84,397.59,388.45,68.55,0
??? ??? ?????,2524,02/03/2017,Global,0,146.24,644.37,1179.06,1901.12,2627.75,2655.17,2755.71,2335.27,1859.99,1439.55,850.02,82.26,0
??? ??? ?????,2524,03/03/2017,Global,0,73.12,228.5,1238.47,1910.26,2015.37,1709.18,1590.36,516.41,850.02,1814.29,607.81,31.99,0
??? ??? ?????,2524,04/03/2017,Global,0,274.2,831.74,1590.36,2732.86,2732.86,4172.41,3875.36,3404.65,2778.56,1901.12,927.71,105.11,0
??? ??? ?????,2524,05/03/2017,Global,0,205.65,1105.94,2097.63,2764.85,3139.59,3857.08,3747.4,3336.1,2700.87,1800.58,836.31,100.54,0
??? ??? ?????,2524,06/03/2017,Global,0,269.63,1192.77,2189.03,3011.63,3564.6,3857.08,3806.81,3427.5,2787.7,1928.54,914,109.68,0
